Job number,Occupancyissueddate,BIN,Borough,Housenumber,Streetname,Block,Lot,Noofdwellingunits,Buildingoccupancygroupclassification,CofilingtypeLabel,CofO Status
520335646-01,4/26/22 8:59,5063263,Staten Island,209,MONTREAL AVE,4707,21,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520335655-01,4/25/22 15:16,5141662,Staten Island,230 GAR,YETMAN AVENUE,8046,90,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520336798-01,3/16/22 13:54,5087694,Staten Island,412,LORETTO STREET,7861,42,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520337207-01,6/15/22 16:12,5170471,Staten Island,475,BELFIELD AVENUE,6257,70,0,B - BUSINESS,Final,CO Issued
520337403-01,1/11/22 11:22,5171125,Staten Island,185 GARAGE,MACGREGOR STREET,6680,130,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520337412-01,1/11/22 11:14,5171124,Staten Island,183 GARAGE,MACGREGOR STREET,6680,128,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520337877-01,3/14/22 16:34,5035577,Staten Island,73,PARK DRIVE NORTH,2110,153,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520352056-01,2/25/22 14:55,5863352,Staten Island,63,BELFAST AVENUE,4340,1,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520352298-01,4/28/22 14:13,5089257,Staten Island,230,YETMAN AVENUE,8046,90,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520352715-01,6/6/22 9:51,5170219,Staten Island,2184,SOUTH SERVICE ROAD,7499,39,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520352859-01,1/13/22 9:57,5013450,Staten Island,327,VAN DUZER STREET,512,55,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520353439-01,1/11/22 11:00,5171824,Staten Island,49GAR,TORRICE LOOP,7577,73,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520354811-01,6/15/22 9:48,5170984,Staten Island,407,ST. GEORGE ROAD,2284,90,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520355534-01,1/25/22 16:05,5171246,Staten Island,4,EUGENE STREET,7774,22,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520357248-01,6/30/22 14:08,5041920,Staten Island,24,WILD AVE,2770,54,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520357845-01,6/30/22 14:44,5171797,Staten Island,172,MACGREGOR STREET,6677,27,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520357916-01,6/30/22 14:31,5171803,Staten Island,172 GARAGE,MAC GREGOR STREET,6677,27,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520358611-01,2/14/22 16:44,5010688,Staten Island,18,WESTCOTT BLVD,374,284,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520359683-01,1/12/22 10:34,5080549,Staten Island,215,ALBEE AVENUE,6251,8,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520361670-01,4/25/22 14:39,5050069,Staten Island,322,SEAVIEW AVENUE,3380,111,2,B - BUSINESS,Final,CO Issued
520363632-01,2/9/22 15:07,5170926,Staten Island,429,TOMPKINS AVENUE,2846,12,,M - MERCANTILE,Initial,CO Issued
520363632-01,6/30/22 14:05,5170926,Staten Island,429,TOMPKINS AVENUE,2846,12,,M - MERCANTILE,Renewal Without Change,CO Issued
520365211-01,1/18/22 10:50,5158994,Staten Island,80,POUGHKEEPSIE COURT,6431,70,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520365293-01,4/13/22 9:41,5087313,Staten Island,6650,HYLAN BOULEVARD,7710,213,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520365391-01,2/11/22 11:04,5054257,Staten Island,183,KISWICK STREET,3735,44,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520365417-01,3/24/22 11:27,5171500,Staten Island,16,BARTLETT  AVENUE,5512,35,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520366782-01,3/8/22 13:44,5171390,Staten Island,470,NEW DORP LANE,3960,310,95,I-2 - INSTITUTION: INCAPACITATED,Renewal Without Change,CO Issued
520366782-01,5/31/22 14:44,5171390,Staten Island,470,NEW DORP LANE,3960,310,95,I-2 - INSTITUTION: INCAPACITATED,Renewal Without Change,CO Issued
520368085-01,4/1/22 23:06,5077709,Staten Island,23,EVERTON AVENUE,6016,17,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368129-01,1/20/22 14:09,5167672,Staten Island,3519,RICHMOND AVENUE,5520,49,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368138-01,1/31/22 11:40,5167673,Staten Island,3519 G,RICHMOND AVENUE,5520,49,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520368147-01,1/20/22 13:51,5167674,Staten Island,3515,RICHMOND AVENUE,5520,44,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368156-01,2/1/22 10:04,5167675,Staten Island,3515 G,RICHMOND AVENUE,5520,44,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520368352-01,4/28/22 12:55,5070359,Staten Island,322,DEWEY AVENUE,5439,75,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368361-01,5/27/22 8:57,5174518,Staten Island,318,DEWEY AVENUE,5439,78,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368432-01,6/9/22 10:48,5174523,Staten Island,3514,AMBOY ROAD,5090,21,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368441-01,6/10/22 14:43,5175206,Staten Island,3512,AMBOY ROAD,5090,22,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368450-01,6/14/22 17:13,5174524,Staten Island,3510,AMBOY ROAD,5090,23,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520368487-01,6/15/22 9:11,5174526,Staten Island,3514 GAR,AMBOY ROAD,5090,21,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520368520-01,6/30/22 15:36,5174530,Staten Island,3506 GAR,AMBOY ROAD,5090,25,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520369315-01,2/24/22 16:25,5051259,Staten Island,1984,RICHMOND ROAD,3564,9,1,B - BUSINESS,Final,CO Issued
520369690-01,1/31/22 15:24,5042335,Staten Island,3,HARBORVIEW PLACE SOUTH,2835,90,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520370161-01,4/5/22 14:12,5037186,Staten Island,277,LIGHTHOUSE AVE,2276,48,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520370768-01,2/22/22 15:41,5043173,Staten Island,214,TOMPKINS AVENUE,2867,13,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520371099-01,5/31/22 14:36,5101685,Staten Island,29,GRANDVIEW AVENUE,1253,44,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520371106-01,2/14/22 16:58,5026113,Staten Island,56,JOHN STREET,1123,85,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520371589-01,2/23/22 10:24,5174580,Staten Island,1,ELLIS STREET,7987,1,,S-1 - STORAGE: MODERATE HAZARD,Renewal Without Change,CO Issued
520371589-01,4/27/22 16:14,5174580,Staten Island,1,ELLIS STREET,7987,1,,S-1 - STORAGE: MODERATE HAZARD,Final,CO Issued
520373462-01,5/23/22 15:11,5022091,Staten Island,75,VISTA AVENUE,850,5,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520373499-01,3/7/22 14:27,5174546,Staten Island,82,WEST TERRACE,6821,3,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520376272-01,5/16/22 10:47,5174460,Staten Island,99,CONNECTICUT STREET,7928,85,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520377690-01,1/11/22 12:53,5081302,Staten Island,446,VINELAND AVENUE,6318,22,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520379233-01,5/6/22 15:49,5169459,Staten Island,110,WEINER STREET,7577,102,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520379313-01,3/29/22 10:44,5174409,Staten Island,110GAR,WEINER STREET,7577,102,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520379625-01,2/10/22 11:32,5170474,Staten Island,526,GULF AVENUE,1760,45,,S-1 - STORAGE: MODERATE HAZARD,Renewal With Change,CO Issued
520379625-01,5/9/22 16:15,5170474,Staten Island,526,GULF AVENUE,1760,45,,S-1 - STORAGE: MODERATE HAZARD,Renewal Without Change,CO Issued
520380221-01,1/12/22 10:30,5174906,Staten Island,301,CROMWELL AVENUE,3340,92,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520380221-01,4/11/22 10:44,5174906,Staten Island,301,CROMWELL AVENUE,3340,92,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520380230-01,1/12/22 15:09,5174447,Staten Island,299,CROMWELL AVENUE,3340,93,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520380230-01,4/12/22 11:28,5174447,Staten Island,299,CROMWELL AVENUE,3340,93,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520380249-01,1/12/22 15:24,5174448,Staten Island,297,CROMWELL AVENUE,3340,100,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
520380249-01,4/12/22 17:01,5174448,Staten Island,297,CROMWELL AVENUE,3340,100,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520381275-01,2/11/22 10:33,5051280,Staten Island,45,HAMDEN  AVENUE,3565,19,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520381676-01,1/14/22 10:21,5079744,Staten Island,1275,WOODROW ROAD,6145,16,,B - BUSINESS,Final,CO Issued
520381818-01,6/6/22 9:42,5055669,Staten Island,449,STONEHAM STREET,4029,35,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520384655-01,1/31/22 14:20,5084813,Staten Island,624,DARLINGTON  AVENUE,6913,13,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520385556-01,2/3/22 10:40,5043002,Staten Island,73,HOPE AVENUE,2862,145,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520385814-01,6/30/22 15:27,5171590,Staten Island,78,TILSON PLACE,2846,314,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520385823-01,6/27/22 16:21,5171591,Staten Island,82,TILSON PLACE,2846,245,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520385832-01,6/30/22 14:58,5171592,Staten Island,86,TILSON PLACE,2846,246,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520386109-01,1/20/22 11:46,5174403,Staten Island,216,SINCLAIR AVENUE,6267,115,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520388296-01,3/4/22 15:37,5174682,Staten Island,585,LAMONT AVENUE,6336,40,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520388991-01,3/9/22 8:57,5031320,Staten Island,35,LANDER AVENUE,1594,28,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520389259-01,6/27/22 10:46,5056864,Staten Island,73,CEDAR GROVE AVENUE,4083,3,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
520389776-01,1/24/22 15:50,5171854,Staten Island,37GAR,TORRICE LOOP,7577,40,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520389785-01,1/25/22 15:41,5171855,Staten Island,39GAR,TORRICE LOOP,7577,39,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520390826-01,1/26/22 9:25,5174571,Staten Island,260 GAR,ELLSWORTH AVENUE,6834,33,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520391308-01,6/13/22 16:22,5087986,Staten Island,474,SLEIGHT AVENUE,7889,42,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520392584-01,1/20/22 11:16,5127308,Staten Island,45,PAGE AVENUE,7578,50,,A-2 - ASSEMBLY: EATING & DRINKING,Initial,CO Issued
520392584-01,5/3/22 11:55,5127308,Staten Island,45,PAGE AVENUE,7578,50,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
520392879-01,2/14/22 11:27,5042517,Staten Island,175,LYNHURST AVENUE,2843,1,,E - EDUCATIONAL,Renewal Without Change,CO Issued
520392879-01,4/29/22 11:12,5042517,Staten Island,175,LYNHURST AVENUE,2843,1,,E - EDUCATIONAL,Renewal Without Change,CO Issued
520392922-01,6/30/22 14:22,5175559,Staten Island,164,YETMAN AVENUE,8025,91,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520392931-01,5/23/22 13:45,5175560,Staten Island,168,YETMAN AVENUE,8025,93,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520393459-01,4/5/22 11:13,5174472,Staten Island,3,ESTELLE PLACE,7764,40,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520393468-01,3/24/22 14:38,5174475,Staten Island,7,ESTELLE PLACE,7764,84,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520393477-01,4/1/22 15:58,5174474,Staten Island,11,ESTELLE PLACE,7764,82,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520393486-01,3/29/22 11:50,5174487,Staten Island,15,ESTELLE PLACE,7764,80,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520393645-01,3/7/22 13:55,5056139,Staten Island,205,TITUS AVENUE,4051,40,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520394369-01,5/5/22 10:07,5058732,Staten Island,436,FLINT STREET,4297,21,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520394706-01,6/17/22 16:15,5175331,Staten Island,110,GAR ELM STREET,158,92,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520394993-01,5/2/22 15:07,5068122,Staten Island,4277,RICHMOND AVENUE,5297,22,1,B - BUSINESS,Final,CO Issued
520395322-01,3/14/22 15:59,5086804,Staten Island,4314,ARTHUR KILL ROAD,7328,206,0,B - BUSINESS,Final,CO Issued
520396143-01,5/18/22 10:43,5109602,Staten Island,505,BEDFORD AVENUE,3731,42,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520396152-01,5/20/22 15:27,5109603,Staten Island,507,BEDFORD AVENUE,3731,41,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520397856-01,2/7/22 15:12,5083555,Staten Island,260,ELLSWORTH AVENUE,6834,33,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520397936-01,1/20/22 14:24,5005372,Staten Island,1800,RICHMOND TERRACE,200,24,0,E - EDUCATIONAL,Renewal Without Change,CO Issued
520397936-01,4/26/22 9:37,5005372,Staten Island,1800,RICHMOND TERRACE,200,24,0,E - EDUCATIONAL,Renewal Without Change,CO Issued
520397972-01,1/14/22 14:41,5077233,Staten Island,526,DRUMGOOLE ROAD EAST,5702,8,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520397981-01,1/14/22 15:31,5174462,Staten Island,522,DRUMGOOLE ROAD EAST,5702,10,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520398506-01,4/28/22 14:52,5023512,Staten Island,128,GELDNER AVENUE,948,92,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520399220-01,1/27/22 11:20,5174669,Staten Island,29,EVERTON AVENUE,6016,21,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520450583-01,3/18/22 19:56,5052090,Staten Island,212,FREMONT AVENUE,3609,45,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520451323-01,1/11/22 12:49,5061288,Staten Island,114,EVERGREEN STREET,4500,398,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520451591-01,4/7/22 15:25,5174654,Staten Island,501,WOOLLEY  AVENUE,742,1,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520451617-01,4/12/22 14:48,5174656,Staten Island,507,WOOLLEY  AVENUE,742,3,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520451877-01,1/26/22 10:54,5077711,Staten Island,31,EVERTON AVENUE,6016,23,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520452064-01,4/21/22 10:07,5032835,Staten Island,54,ADA DRIVE,1659,22,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520453072-01,1/11/22 11:53,5174686,Staten Island,6261,AMBOY ROAD,6993,195,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520453553-01,3/21/22 11:52,5082865,Staten Island,5770,HYLAN BOULEVARD,6699,1,0,B - BUSINESS,Final,CO Issued
520460108-01,4/12/22 15:02,5174705,Staten Island,1GAR,LEVERETT COURT,4609,9,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520460769-01,2/9/22 9:50,5034975,Staten Island,1705,RICHMOND AVENUE,2072,42,,M - MERCANTILE,Renewal Without Change,CO Issued
520460769-01,5/11/22 16:08,5034975,Staten Island,1705,RICHMOND AVENUE,2072,42,,M - MERCANTILE,Renewal Without Change,CO Issued
520461312-01,4/6/22 11:08,5068828,Staten Island,357,SYCAMORE STREET,5326,36,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520461483-01,1/11/22 10:47,5092440,Staten Island,37,GILROY STREET,6108,21,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
520461483-01,3/14/22 14:10,5092440,Staten Island,37,GILROY STREET,6108,21,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520462703-01,4/5/22 14:25,5008628,Staten Island,24,GLENWOOD PLACE,314,265,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520463301-01,2/4/22 16:07,5151097,Staten Island,125,GREAVES LANE,4645,425,,E - EDUCATIONAL,Final,CO Issued
520463310-01,5/19/22 16:33,5048640,Staten Island,44,CROMWELL AVENUE,3302,29,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
520463329-01,5/9/22 15:58,5160404,Staten Island,44GAR,CROMWELL AVENUE,3302,29,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
520463935-01,1/3/22 15:31,5035738,Staten Island,95,GARY PLACE,2113,28,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540177100-01,6/14/22 10:38,5066480,Staten Island,404,ROBINSON AVENUE,5234,53,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540178234-01,2/25/22 9:12,5174816,Staten Island,126,HECKER STREET,8013,17,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540179714-01,3/14/22 15:09,5022613,Staten Island,157,OVERLOOK AVENUE,869,806,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540180007-01,3/14/22 15:43,5048656,Staten Island,48,GARRETSON AVENUE,3305,30,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540182390-01,4/6/22 10:29,5174834,Staten Island,10,JUSTIN AVENUE,5016,55,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540182407-01,4/6/22 10:20,5175205,Staten Island,12,JUSTIN AVENUE,5016,56,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540182416-01,4/6/22 10:36,5174835,Staten Island,14,JUSTIN AVENUE,5016,57,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540182425-01,4/6/22 10:46,5174836,Staten Island,16,JUSTIN AVENUE,5016,59,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540182611-01,6/23/22 13:35,5062256,Staten Island,1,LEVERETT COURT,4609,9,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540183585-01,3/18/22 16:00,5018907,Staten Island,21,CRAFTON AVENUE,746,41,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540183647-01,4/25/22 15:14,5171426,Staten Island,160,BURKE AVENUE,2628,12,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540183692-01,5/4/22 14:34,5171425,Staten Island,162,BURKE AVENUE,2628,,,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540183709-01,5/4/22 9:20,5171436,Staten Island,164,BURKE AVENUE,2628,13,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540183736-01,4/25/22 14:52,5171435,Staten Island,166,BURKE AVENUE,2628,16,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540183987-01,3/10/22 16:20,5174786,Staten Island,44,MAGNOLIA AVENUE,3343,60,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540184067-01,3/10/22 16:30,5174785,Staten Island,42,MAGNOLIA AVENUE,3343,59,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540184094-01,3/10/22 16:32,5174783,Staten Island,40,MAGNOLIA AVENUE,3343,58,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540184254-01,3/7/22 16:00,5174784,Staten Island,40GAR,MAGNOLIA AVENUE,3343,58,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
540184897-01,6/14/22 10:48,5175013,Staten Island,317,WOODVALE AVENUE,6744,41,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540186494-01,2/4/22 16:25,5174745,Staten Island,219,VINELAND AVENUE,6238,72,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540186546-01,1/18/22 10:55,5174916,Staten Island,217,VINELAND AVENUE,6238,68,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540186617-01,2/7/22 14:46,5174746,Staten Island,219GAR,VINELAND AVENUE,6238,72,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
540186635-01,1/13/22 17:10,5174744,Staten Island,217GAR,VINELAND AVENUE,6238,68,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
540186948-01,6/6/22 9:19,5174789,Staten Island,454,PELTON AVE,155,134,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540187359-01,4/12/22 15:21,5174877,Staten Island,119,MEADOW AVENUE,848,60,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540187616-01,5/2/22 15:32,5174752,Staten Island,19,JACINDA WAY,7495,42,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540187634-01,2/22/22 16:15,5174750,Staten Island,139,DUNHAM STREET,7495,41,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540187652-01,3/7/22 16:14,5174751,Staten Island,133,DUNHAM STREET,7495,44,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540187661-01,5/2/22 15:25,5174754,Staten Island,17,JACINDA WAY,7495,43,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540187778-01,5/3/22 8:50,5174753,Staten Island,19 GAR,JACINDA WAY,7495,42,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
540187796-01,5/2/22 15:28,5174755,Staten Island,17 GAR,JACINDA WAY,7495,43,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
540187803-01,3/3/22 12:05,5174848,Staten Island,82GAR,WEST TERRACE,6821,3,,U - UTILITY / MISCELLANEOUS,Final,CO Issued
540187885-01,4/25/22 15:19,5174825,Staten Island,287,ALTER AVE,3337,45,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540188688-01,6/27/22 17:07,5174803,Staten Island,15,STEVENSON PLACE,6793,66,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540189801-01,1/11/22 12:03,5174687,Staten Island,247,ROBINSON AVENUE,5283,69,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540192138-01,6/3/22 13:49,5059728,Staten Island,115,PARK STREET,4362,110,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540192245-01,3/21/22 15:09,5174763,Staten Island,190,GRIMSBY STREET,3799,11,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540192637-01,1/31/22 11:04,5174756,Staten Island,271,MANHATTAN STREET,7886,86,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540192646-01,1/11/22 11:34,5174757,Staten Island,273,MANHATTAN STREET,7886,84,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540193226-01,5/9/22 15:50,5013507,Staten Island,360,VAN DUZER STREET,515,36,8,I-4 - INSTITUTION: DAY CARE,Final,CO Issued
540193299-01,4/13/22 9:31,5163864,Staten Island,6650GAR,HYLAN BOULEVARD,7710,213,0,U - UTILITY / MISCELLANEOUS,Final,CO Issued
540193404-01,6/9/22 14:46,5174733,Staten Island,55,IRVING PLACE,638,11,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
540193413-01,6/23/22 12:41,5174731,Staten Island,51,IRVING PLACE,638,12,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
